alarm_tag,active_samples,active_rate_pct,category,decision,reason,fault_class,fault_class_name
engine/alarm_main_engine_2_cylinder_temperature_sensor_fault_b4,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_temperature_sensor_fault_b5,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_temperature_sensor_fault_b6,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_temperature_sensor_fault_b7,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_temperature_sensor_fault_b8,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_temperature_sensor_fault_b9,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_ecu_communication_timeout,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_2_ecu_comprehensive_fault,2,0.031,transient_glitch,REMOVE,"only 2 samples (<63ms, noise burst)",F11,Communication / Sensor Fault
engine/alarm_main_engine_2_ecu_speed_fault_stop,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_2_ecu_speed_phase_fault_alarm,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_2_emergency_stop_status,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_2_exhaust_temperature_sensor_fault_a,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_exhaust_temperature_sensor_fault_b,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_expansion_tank_low_level,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_2_freshwater_preheating,848,13.242,mode_status,REMOVE,"operational state indicator ('preheating'), not a fault signal",F00,Other / General Fault
engine/alarm_main_engine_2_freshwater_pressure_low,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_2_freshwater_pressure_sensor_fault,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_2_freshwater_pressure_too_low,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_2_freshwater_temperature_high,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_2_freshwater_temperature_high_b,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_2_freshwater_temperature_sensor_fault_a,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_2_freshwater_temperature_sensor_fault_b,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_2_freshwater_temperature_too_high_a,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_2_freshwater_temperature_too_high_b,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_2_fuel_leak,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_2_gearbox_control_oil_pressure_too_low,0,0.0,never_triggered,REMOVE,never fired in 24h,F02,Lubricating Oil System Fault
engine/alarm_main_engine_2_injector_fault_a1,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_2_injector_fault_a10,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_2_injector_fault_a2,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_2_injector_fault_a3,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_2_injector_fault_a4,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_2_injector_fault_a5,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_2_injector_fault_a6,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_2_injector_fault_a7,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_2_injector_fault_a8,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_2_injector_fault_a9,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_2_injector_fault_b1,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_2_injector_fault_b10,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_2_injector_fault_b2,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_2_injector_fault_b3,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_2_injector_fault_b4,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_2_injector_fault_b5,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_2_injector_fault_b6,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_2_injector_fault_b7,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_2_injector_fault_b8,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_2_injector_fault_b9,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_2_injector_fault_stop,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_2_load_reduction_request,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_2_local_mode,3519,54.95,mode_status,REMOVE,"operational state indicator ('local_mode'), not a fault signal",F00,Other / General Fault
engine/alarm_main_engine_2_lube_oil_filter_pressure_difference_fault,0,0.0,never_triggered,REMOVE,never fired in 24h,F02,Lubricating Oil System Fault
engine/alarm_main_engine_2_lube_oil_filter_pressure_high,0,0.0,never_triggered,REMOVE,never fired in 24h,F02,Lubricating Oil System Fault
engine/alarm_main_engine_2_lube_oil_pre_supply,307,4.794,mode_status,REMOVE,"operational state indicator ('pre_supply'), not a fault signal",F02,Lubricating Oil System Fault
engine/alarm_main_engine_2_lube_oil_pressure_low,0,0.0,never_triggered,REMOVE,never fired in 24h,F02,Lubricating Oil System Fault
engine/alarm_main_engine_2_lube_oil_pressure_too_low_stop,0,0.0,never_triggered,REMOVE,never fired in 24h,F02,Lubricating Oil System Fault
engine/alarm_main_engine_2_lube_oil_temperature_high,0,0.0,never_triggered,REMOVE,never fired in 24h,F02,Lubricating Oil System Fault
engine/alarm_main_engine_2_lube_oil_temperature_sensor_fault,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_2_main_bearing_temperature_deviation_large_comprehensive,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_main_bearing_temperature_high_comprehensive,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_main_bearing_temperature_monitoring_module_communication_timeout,3461,54.044,fault_relevant,KEEP,"fault alarm, fires 3461 samples (54.0%), class F11",F11,Communication / Sensor Fault
engine/alarm_main_engine_2_main_bearing_temperature_too_high_stop_comprehensive,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_over_speed_alarm_stop,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_2_override_status,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_2_post_fuel_pressure_sensor_fault,211,3.295,fault_relevant,KEEP,"fault alarm, fires 211 samples (3.3%), class F11",F11,Communication / Sensor Fault
engine/alarm_main_engine_2_post_lube_oil_pressure_sensor_fault,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_2_pre_lube_oil_pressure_sensor_fault,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_2_primary_comprehensive_fault,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_2_ready_to_start,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_2_remote_mode,2884,45.034,mode_status,REMOVE,"operational state indicator ('remote_mode'), not a fault signal",F00,Other / General Fault
engine/alarm_main_engine_2_running_status,2911,45.456,mode_status,REMOVE,"operational state indicator ('running_status'), not a fault signal",F00,Other / General Fault
engine/alarm_main_engine_2_safety_system_comprehensive_alarm,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_2_safety_system_failure,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_2_safety_system_sensor_line_comprehensive_fault,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_2_sea_water_pressure_low,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_2_sea_water_pressure_sensor_fault,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_2_secondary_comprehensive_alarm,137,2.139,fault_relevant,KEEP,"fault alarm, fires 137 samples (2.1%), class F00",F00,Other / General Fault
engine/alarm_main_engine_2_start_energy_insufficient,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_2_start_interlock,2757,43.051,mode_status,REMOVE,"operational state indicator ('start_interlock'), not a fault signal",F00,Other / General Fault
engine/alarm_main_engine_2_stop_alarm_before_fault,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
